property_type,sector,price,bedRoom,bathroom,balcony,facing,agePossession,Built_up_area,servant room,store room,furnishing_type,facilities,floor_category
flat,sector 52,1.5,1.0,4,3,East,Old Property,1484.0,No,No,unfurnished,standard,Mid Floor
flat,sector 67,0.8,1.0,1,0,North,Relatively New,610.0,No,No,unfurnished,basic,Low Floor
flat,sector 86,1.25,0.0,2,1,North-East,New Property,1529.0,No,No,unfurnished,standard,High Floor
flat,sohna road,0.26,1.0,2,1,East,Relatively New,535.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.42,0.0,2,1,East,New Property,590.0,No,No,semifurnished,standard,High Floor
flat,sector 43,2.5,2.0,3,2,North-East,New Property,195.0,No,No,unfurnished,basic,Low Floor
flat,sector 78,0.9,3.0,3,2,East,Moderately Old,1900.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 92,0.42,0.0,2,1,East,Relatively New,657.0,No,No,unfurnished,standard,Mid Floor
flat,sector 107,0.5,0.0,2,1,East,Relatively New,494.0,No,No,unfurnished,standard,High Floor
flat,sector 79,0.9,0.0,2,3,East,Relatively New,1450.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.3,3.0,3,4,South-West,New Property,2122.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 33,1.7,0.0,3,3,North-East,Under Construction,1619.0,No,No,unfurnished,standard,High Floor
flat,sector 92,1.25,0.0,3,0,East,Under Construction,2040.0,No,No,unfurnished,standard,High Floor
flat,sector 82,2.91,1.0,4,3,East,Under Construction,3902.0,Yes,Yes,unfurnished,premium,Mid Floor
flat,sector 89,1.2,1.0,3,3,East,Under Construction,1064.0,No,Yes,unfurnished,luxury,Mid Floor
flat,sohna road,1.5,0.0,2,3,East,New Property,1361.0,No,No,unfurnished,standard,High Floor
flat,sohna road,1.3,0.0,3,4,East,Relatively New,1509.0,No,No,unfurnished,standard,Mid Floor
flat,sector 104,1.75,2.0,3,3,East,Under Construction,1529.0,No,No,unfurnished,standard,Low Floor
flat,sector 3,0.55,0.0,2,1,West,Relatively New,778.0,No,No,semifurnished,standard,Mid Floor
flat,sector 65,2.5,0.0,3,3,North-East,Under Construction,1654.0,No,No,unfurnished,standard,High Floor
flat,sector 2,0.8,0.0,2,3,East,Moderately Old,1440.0,No,No,unfurnished,basic,Mid Floor
flat,sector 108,0.7,0.0,2,1,West,Moderately Old,1468.0,No,No,unfurnished,basic,Mid Floor
flat,sector 37,1.95,1.0,3,3,North-East,Under Construction,1650.0,No,No,unfurnished,standard,Mid Floor
flat,sector 90,0.45,1.0,2,1,East,New Property,695.0,No,No,unfurnished,standard,Low Floor
flat,sector 79,1.7,0.0,2,3,East,Relatively New,1570.0,No,No,unfurnished,basic,Mid Floor
flat,sector 86,0.5,0.0,2,1,North-East,Relatively New,578.0,No,No,unfurnished,basic,Mid Floor
flat,sector 65,2.8,0.0,3,3,North-East,Under Construction,1867.0,No,No,unfurnished,premium,High Floor
flat,sector 33,1.45,0.0,2,4,North-East,Under Construction,118.0,No,No,unfurnished,luxury,High Floor
flat,sector 61,2.2,1.0,3,2,East,Under Construction,1811.0,No,No,unfurnished,standard,Mid Floor
flat,sohna road,0.9,0.0,2,2,South,Relatively New,1105.0,No,No,semifurnished,premium,High Floor
flat,sector 95,0.4,1.0,2,2,East,New Property,571.0,No,No,unfurnished,standard,Mid Floor
flat,sector 77,1.35,0.0,3,4,North-East,New Property,1451.0,No,Yes,semifurnished,premium,Mid Floor
flat,sector 67,1.85,1.0,4,0,East,Relatively New,2555.0,No,No,unfurnished,basic,Mid Floor
flat,sector 95,0.25,0.0,1,1,North,New Property,344.0,No,No,unfurnished,basic,Mid Floor
flat,sector 89,0.88,1.0,2,3,East,New Property,1228.0,No,No,unfurnished,standard,Low Floor
flat,sector 99,1.15,1.0,2,2,North-East,New Property,1235.0,No,No,unfurnished,standard,Low Floor
flat,sector 99,0.85,1.0,2,2,West,New Property,1133.0,No,No,unfurnished,standard,Mid Floor
flat,sector 82,0.75,2.0,2,2,East,Relatively New,1000.0,No,No,unfurnished,basic,Low Floor
flat,sector 2,3.35,2.0,4,4,East,New Property,5000.0,No,No,unfurnished,standard,Low Floor
flat,sector 88,1.5,0.0,3,4,North-East,New Property,1674.0,No,No,unfurnished,standard,High Floor
flat,sector 91,1.65,0.0,4,4,West,Moderately Old,2139.0,Yes,No,unfurnished,premium,High Floor
flat,sector 91,2.0,0.0,4,4,East,Moderately Old,2468.0,Yes,No,unfurnished,standard,High Floor
flat,sector 68,0.9,2.0,2,2,East,New Property,1311.0,No,No,unfurnished,standard,Low Floor
flat,sector 70,1.25,0.0,3,3,North-East,Under Construction,1688.0,No,No,unfurnished,standard,High Floor
flat,sector 37,1.0,0.0,3,4,North-East,Relatively New,1708.0,No,No,semifurnished,standard,Mid Floor
flat,dwarka expressway,1.08,4.0,3,0,East,Under Construction,1758.0,No,No,unfurnished,basic,Mid Floor
flat,sector 85,2.15,2.0,5,3,East,New Property,2179.0,No,No,unfurnished,standard,Low Floor
flat,sector 67,1.0,0.0,1,1,South,Relatively New,826.0,No,No,unfurnished,standard,High Floor
flat,sector 70,1.65,0.0,2,3,North-West,New Property,1142.0,No,No,unfurnished,premium,High Floor
flat,sector 90,1.79,0.0,3,4,North-East,Moderately Old,2461.0,No,No,unfurnished,standard,Mid Floor
flat,sector 85,1.8,0.0,3,3,East,Under Construction,141.0,No,No,unfurnished,standard,High Floor
flat,gwal pahari,1.45,1.0,3,3,North-East,Under Construction,1430.0,No,No,unfurnished,standard,Mid Floor
flat,sector 7,0.36,2.0,2,1,North-East,Relatively New,700.0,No,No,unfurnished,basic,Low Floor
flat,sohna road,0.25,2.0,2,1,East,Relatively New,587.0,No,No,unfurnished,standard,Low Floor
flat,sector 79,1.15,3.0,3,4,East,Under Construction,1200.0,No,No,unfurnished,standard,Low Floor
flat,sohna road,1.65,3.0,3,0,East,Relatively New,1051.0,No,No,unfurnished,standard,Low Floor
flat,sector 113,2.9,0.0,4,4,North,Under Construction,2553.0,Yes,No,unfurnished,standard,High Floor
flat,sector 92,0.6,0.0,2,3,East,Under Construction,1195.0,No,No,unfurnished,standard,High Floor
flat,sector 47,2.4,3.0,3,0,West,Moderately Old,2666.0,No,No,unfurnished,basic,Low Floor
flat,sector 70,1.25,0.0,2,3,North-East,Relatively New,1402.0,No,No,unfurnished,basic,High Floor
flat,sector 65,2.15,0.0,2,4,East,Relatively New,1433.0,No,No,unfurnished,standard,High Floor
flat,sohna road,0.29,0.0,2,1,East,Relatively New,743.0,No,No,unfurnished,basic,Mid Floor
flat,sohna road,0.38,0.0,2,2,East,Relatively New,750.0,No,No,unfurnished,basic,Mid Floor
flat,sector 99,1.6,0.0,4,0,North-East,New Property,2400.0,No,No,unfurnished,standard,High Floor
flat,sector 68,1.7,2.0,4,3,East,New Property,1809.0,No,No,unfurnished,standard,Low Floor
flat,sector 54,3.25,3.0,3,4,East,Old Property,2558.0,No,No,semifurnished,premium,Low Floor
flat,sector 111,0.6,0.0,2,3,East,New Property,789.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.27,2.0,2,0,West,New Property,758.0,No,No,unfurnished,basic,Low Floor
flat,sector 28,0.95,2.0,1,1,East,Old Property,1188.0,No,No,unfurnished,standard,Low Floor
flat,sector 65,2.65,0.0,2,3,North-East,New Property,1433.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,0.36,0.0,2,1,East,New Property,546.0,No,No,unfurnished,standard,Mid Floor
flat,sector 37,0.55,1.0,2,3,North-East,New Property,543.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,1.32,3.0,3,3,East,Under Construction,867.0,No,No,unfurnished,standard,Low Floor
flat,sector 99,0.59,2.0,2,3,East,Under Construction,1133.0,No,No,unfurnished,premium,Low Floor
flat,laxma,0.45,2.0,2,1,East,Relatively New,944.0,No,No,semifurnished,standard,Low Floor
flat,sector 37,0.9,0.0,3,2,South-East,Relatively New,1185.0,No,No,unfurnished,standard,High Floor
flat,sector 79,1.4,0.0,2,2,East,Relatively New,1555.0,Yes,Yes,unfurnished,premium,Mid Floor
flat,sohna road,0.95,0.0,2,4,East,New Property,1129.0,No,No,semifurnished,standard,Mid Floor
flat,sector 65,3.0,0.0,3,3,South-East,Under Construction,1667.0,No,No,unfurnished,standard,High Floor
flat,sector 65,3.67,0.0,3,2,North-East,Under Construction,2040.0,Yes,No,unfurnished,standard,High Floor
flat,sector 82,3.85,1.0,6,4,East,New Property,5711.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 65,3.29,0.0,3,3,East,New Property,1828.0,No,No,unfurnished,standard,High Floor
flat,sector 65,2.33,0.0,2,3,North-East,Under Construction,1141.0,No,No,unfurnished,standard,High Floor
flat,sector 65,2.79,0.0,3,3,East,New Property,1969.0,No,No,unfurnished,basic,High Floor
flat,sector 12,0.72,1.0,2,1,North-East,Relatively New,1100.0,No,No,semifurnished,basic,Low Floor
flat,sector 104,0.4,0.0,2,1,North,Relatively New,514.0,No,No,unfurnished,standard,Mid Floor
flat,sector 95,0.56,0.0,2,2,North,Relatively New,1234.0,No,No,semifurnished,standard,Mid Floor
flat,sector 71,1.1,0.0,3,3,North-East,Relatively New,1466.0,No,No,unfurnished,standard,High Floor
flat,sector 37,0.71,0.0,2,3,South-East,New Property,1100.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,0.78,2.0,2,4,East,New Property,1172.0,No,No,unfurnished,standard,Low Floor
flat,sector 37,0.4,1.0,2,3,North-East,Under Construction,755.0,No,No,unfurnished,premium,Mid Floor
flat,sector 113,1.85,0.0,2,2,East,New Property,1429.0,No,No,unfurnished,basic,Mid Floor
flat,sector 102,1.1,0.0,2,1,North-East,Under Construction,817.0,No,No,unfurnished,premium,Mid Floor
flat,sector 61,1.41,1.0,2,2,East,Under Construction,1150.0,No,No,unfurnished,standard,Low Floor
flat,sector 79,1.45,1.0,3,3,North,Relatively New,2161.0,No,No,unfurnished,basic,Mid Floor
flat,sector 61,2.2,3.0,3,2,North-East,Under Construction,1778.0,No,No,unfurnished,standard,Low Floor
flat,sector 33,1.1,0.0,2,3,East,Moderately Old,1100.0,No,No,semifurnished,standard,Mid Floor
flat,sector 102,2.05,0.0,4,4,South,Relatively New,2250.0,Yes,No,unfurnished,premium,High Floor
flat,sector 92,0.6,1.0,2,3,East,Moderately Old,1333.0,No,No,unfurnished,standard,Mid Floor
flat,sector 89,0.8,0.0,3,3,East,Under Construction,1502.0,No,No,unfurnished,standard,Mid Floor
flat,sector 84,0.41,0.0,2,2,East,New Property,565.0,No,No,semifurnished,basic,Mid Floor
flat,sector 7,0.54,1.0,2,1,East,Relatively New,1000.0,No,No,unfurnished,standard,Mid Floor
flat,sector 36,0.82,2.0,2,2,North,New Property,850.0,No,No,unfurnished,basic,Low Floor
flat,sector 71,1.0,1.0,3,4,North,Relatively New,1344.0,No,No,unfurnished,basic,Mid Floor
flat,sector 56,1.85,0.0,4,3,North,Old Property,2278.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 83,1.42,2.0,3,2,West,Relatively New,1972.0,No,No,semifurnished,premium,Low Floor
flat,sector 37,0.55,1.0,2,3,North-East,New Property,610.0,No,No,unfurnished,standard,Mid Floor
flat,sector 65,2.29,0.0,2,3,North-East,Under Construction,1592.0,No,No,unfurnished,basic,Mid Floor
flat,sector 102,0.97,0.0,2,2,North-East,New Property,747.0,No,No,unfurnished,standard,High Floor
flat,sector 53,8.25,0.0,4,3,North-East,Under Construction,2661.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 3,0.3,2.0,2,1,East,Relatively New,750.0,No,No,unfurnished,basic,Low Floor
flat,sector 33,1.65,2.0,2,3,East,Under Construction,1279.0,No,No,unfurnished,standard,Low Floor
flat,sector 65,1.99,0.0,2,2,North-East,Under Construction,1140.0,No,No,unfurnished,standard,High Floor
flat,sector 68,1.0,0.0,2,3,East,Relatively New,889.0,No,No,unfurnished,standard,High Floor
flat,sector 62,4.25,0.0,3,3,East,Under Construction,1600.0,No,No,unfurnished,basic,Mid Floor
flat,sector 78,1.25,2.0,4,3,East,Relatively New,2300.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 83,0.95,3.0,3,3,South-West,Moderately Old,1489.0,No,No,unfurnished,basic,Low Floor
flat,sector 72,4.1,0.0,5,4,North-East,New Property,2629.0,Yes,No,unfurnished,premium,High Floor
flat,sector 90,0.5,2.0,2,2,North-East,Under Construction,795.0,No,No,unfurnished,basic,Low Floor
flat,manesar,1.65,0.0,3,3,East,New Property,3111.0,Yes,No,unfurnished,basic,Mid Floor
flat,sector 70,1.6,2.0,3,3,North-East,New Property,1750.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 61,2.1,1.0,2,3,South,Under Construction,1534.0,No,No,unfurnished,luxury,Mid Floor
flat,manesar,0.9,1.0,4,3,East,Moderately Old,2233.0,No,No,unfurnished,basic,Mid Floor
flat,sector 79,1.1,0.0,2,4,North-East,New Property,1223.0,No,No,unfurnished,standard,Mid Floor
flat,sector 99,0.92,0.0,2,4,North-East,Under Construction,1235.0,No,No,unfurnished,standard,High Floor
flat,sector 92,0.7,0.0,3,2,East,Under Construction,140.0,No,No,unfurnished,standard,High Floor
flat,sector 70,0.99,0.0,4,2,North-East,Under Construction,1416.0,No,No,unfurnished,basic,High Floor
flat,sector 79,0.71,0.0,2,4,North,New Property,1280.0,No,No,unfurnished,standard,High Floor
flat,sector 103,0.88,1.0,2,3,North-East,New Property,1232.0,No,No,unfurnished,standard,Mid Floor
flat,sector 69,0.91,0.0,2,2,North-East,Moderately Old,1473.0,No,No,unfurnished,standard,High Floor
flat,sector 82,1.25,0.0,4,4,East,Under Construction,1774.0,No,No,unfurnished,standard,Mid Floor
flat,sector 47,1.05,1.0,2,2,North-East,Relatively New,1108.0,No,No,semifurnished,basic,Mid Floor
flat,sector 37,0.66,0.0,2,4,North-East,Relatively New,1310.0,No,No,unfurnished,standard,High Floor
flat,sector 113,1.83,0.0,2,0,North-East,Relatively New,1310.0,No,No,unfurnished,standard,Mid Floor
flat,sector 70,0.53,0.0,2,2,North-East,Under Construction,991.0,No,No,unfurnished,basic,Mid Floor
flat,sector 37,0.8,1.0,2,3,North-East,Relatively New,1300.0,No,No,semifurnished,premium,Low Floor
flat,sector 89,1.71,1.0,2,0,East,New Property,1423.0,No,No,unfurnished,standard,Mid Floor
flat,sector 83,0.65,0.0,1,0,South-West,Relatively New,700.0,No,No,unfurnished,basic,Mid Floor
flat,sector 99,1.3,0.0,3,0,North-East,New Property,1997.0,No,No,unfurnished,basic,High Floor
flat,sector 92,0.82,0.0,3,4,West,Relatively New,1523.0,No,No,unfurnished,basic,High Floor
flat,sector 54,5.7,3.0,3,3,East,Moderately Old,1382.0,No,No,unfurnished,standard,Low Floor
flat,sector 63,0.88,0.0,1,2,West,Under Construction,804.0,No,No,unfurnished,basic,Mid Floor
flat,sector 110,4.0,0.0,4,3,East,New Property,3350.0,No,No,unfurnished,standard,High Floor
flat,sector 85,1.93,0.0,4,3,North-East,Relatively New,2400.0,Yes,No,semifurnished,luxury,Mid Floor
flat,sector 113,3.45,0.0,4,3,South-East,Under Construction,2353.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 56,1.7,1.0,3,3,South,Moderately Old,2200.0,No,No,unfurnished,standard,Mid Floor
flat,sector 65,6.15,3.0,5,4,West,Relatively New,4271.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 2,1.4,0.0,3,4,North,Old Property,1611.0,No,No,semifurnished,premium,Mid Floor
flat,sector 84,1.48,3.0,3,2,South-West,New Property,1624.0,Yes,Yes,semifurnished,premium,Low Floor
flat,sector 33,3.25,0.0,4,4,South-East,Old Property,4808.0,Yes,No,furnished,premium,High Floor
flat,sector 67,3.49,0.0,3,3,South-East,Relatively New,2724.0,Yes,No,unfurnished,premium,High Floor
flat,sector 62,2.15,0.0,2,3,East,Under Construction,1675.0,No,No,unfurnished,premium,High Floor
flat,sector 33,1.4,0.0,2,3,North-East,Under Construction,1448.0,No,No,unfurnished,standard,High Floor
flat,sector 43,2.0,1.0,3,2,South-West,Moderately Old,1273.0,No,No,unfurnished,standard,Mid Floor
flat,sector 61,2.3,2.0,3,2,East,Under Construction,1475.0,No,No,unfurnished,premium,Low Floor
flat,sohna road,0.54,2.0,1,3,East,New Property,828.0,No,No,unfurnished,standard,Low Floor
flat,sector 9,1.25,4.0,3,3,South-West,Old Property,2006.0,Yes,No,unfurnished,standard,Low Floor
flat,sector 85,1.05,0.0,2,1,East,Under Construction,97.0,No,No,unfurnished,standard,High Floor
flat,sector 77,1.25,3.0,4,3,West,Relatively New,1611.0,Yes,No,semifurnished,premium,Low Floor
flat,sector 28,1.0,1.0,1,1,North,Old Property,996.0,No,No,semifurnished,standard,Low Floor
flat,sector 86,1.3,0.0,6,2,East,New Property,2521.0,Yes,No,unfurnished,premium,High Floor
flat,sector 102,2.12,0.0,3,3,North-East,Relatively New,1852.0,No,No,unfurnished,standard,Mid Floor
flat,sector 61,3.9,0.0,4,4,South,Under Construction,1174.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 50,3.0,0.0,3,4,North,Old Property,2358.0,Yes,No,semifurnished,premium,High Floor
flat,sector 61,2.2,1.0,3,2,North,New Property,1721.0,No,No,unfurnished,luxury,Mid Floor
flat,sector 102,1.35,1.0,3,3,North-West,Relatively New,1315.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 33,1.67,0.0,2,2,North-East,Under Construction,1856.0,No,No,unfurnished,standard,High Floor
flat,sector 103,0.9,2.0,2,2,South-West,Relatively New,1222.0,No,No,unfurnished,standard,Low Floor
flat,sector 113,2.37,0.0,4,4,East,Under Construction,2060.0,No,No,unfurnished,luxury,High Floor
flat,sector 102,1.98,0.0,3,4,North,Relatively New,2222.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 25,3.7,0.0,4,3,North-West,Old Property,2333.0,Yes,No,semifurnished,basic,High Floor
flat,sector 111,4.67,0.0,4,4,East,Under Construction,3055.0,No,No,unfurnished,standard,Mid Floor
flat,sector 79,1.29,0.0,2,3,East,New Property,1423.0,No,No,unfurnished,basic,Mid Floor
flat,sector 48,3.65,0.0,3,4,North-West,Relatively New,2395.0,No,No,semifurnished,luxury,Mid Floor
flat,sector 53,5.6,3.0,3,4,North-East,Under Construction,2617.0,No,No,unfurnished,standard,Low Floor
flat,sector 92,1.25,0.0,4,3,East,Relatively New,1939.0,Yes,No,unfurnished,standard,High Floor
flat,sector 70,1.27,0.0,2,4,North-West,Relatively New,1449.0,No,No,unfurnished,premium,High Floor
flat,sector 108,1.36,2.0,2,4,East,Relatively New,1343.0,Yes,No,semifurnished,premium,Low Floor
flat,sector 37,1.0,1.0,3,3,South-East,Under Construction,1250.0,No,No,unfurnished,standard,Mid Floor
flat,sector 48,4.25,0.0,5,4,North-West,Moderately Old,4120.0,No,No,unfurnished,premium,High Floor
flat,sector 83,1.8,0.0,3,4,South,Relatively New,1720.0,No,No,unfurnished,standard,Mid Floor
flat,sector 71,1.25,0.0,4,2,North-East,Relatively New,1577.0,Yes,No,semifurnished,luxury,High Floor
flat,sohna road,0.27,0.0,2,1,South-East,Relatively New,509.0,No,No,semifurnished,standard,Mid Floor
flat,sector 59,5.5,0.0,3,1,North-East,Under Construction,2738.0,Yes,No,unfurnished,standard,High Floor
flat,sector 92,0.85,2.0,3,3,North-West,Relatively New,1801.0,No,No,unfurnished,premium,Low Floor
flat,sector 33,1.07,0.0,2,2,North-East,Under Construction,1253.0,No,No,unfurnished,standard,High Floor
flat,sector 67,0.95,0.0,1,1,South-West,Relatively New,826.0,No,No,unfurnished,standard,High Floor
flat,sector 108,0.87,1.0,3,3,South-West,Relatively New,978.23,Yes,No,unfurnished,premium,Low Floor
flat,sector 108,4.1,0.0,5,3,North-East,New Property,2343.0,Yes,No,semifurnished,premium,High Floor
flat,sector 33,1.27,0.0,2,4,West,Under Construction,1252.0,No,No,unfurnished,standard,Mid Floor
flat,sector 61,1.47,0.0,2,2,East,Under Construction,1278.0,No,No,unfurnished,standard,Mid Floor
flat,sector 66,3.45,0.0,4,3,East,Relatively New,2000.0,Yes,No,semifurnished,premium,Mid Floor
flat,sector 2,1.18,0.0,2,3,East,Old Property,1416.0,No,No,unfurnished,premium,Mid Floor
flat,sector 2,1.55,1.0,4,4,East,Old Property,1738.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 67,3.39,0.0,4,3,East,Relatively New,2100.0,Yes,No,unfurnished,basic,High Floor
flat,sector 86,1.54,0.0,3,4,North-West,Relatively New,1780.0,Yes,No,unfurnished,luxury,High Floor
flat,sector 102,1.42,0.0,3,3,East,Relatively New,1315.0,Yes,No,unfurnished,premium,Mid Floor
flat,sector 30,1.3,2.0,3,2,North-East,Old Property,1401.0,No,No,unfurnished,basic,Low Floor
flat,sector 28,2.25,0.0,3,2,West,Old Property,1700.0,Yes,No,unfurnished,premium,High Floor
flat,sector 67,3.5,0.0,4,3,North-East,Relatively New,2490.0,Yes,No,semifurnished,luxury,High Floor
flat,sector 22,4.8,0.0,6,4,North-East,New Property,2778.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 92,0.78,1.0,2,2,East,New Property,1083.0,No,No,unfurnished,standard,Low Floor
flat,sector 9,0.88,2.0,3,2,North-West,Old Property,1438.0,No,No,semifurnished,basic,Low Floor
flat,sector 102,2.6,2.0,3,3,North-East,Relatively New,2351.0,Yes,Yes,unfurnished,premium,Low Floor
flat,sector 25,3.4,4.0,4,3,South-East,Old Property,2744.0,Yes,No,unfurnished,basic,Low Floor
flat,sector 108,2.9,0.0,4,2,East,New Property,2003.0,No,No,unfurnished,premium,Mid Floor
flat,sector 108,0.7,0.0,2,2,South,Moderately Old,1362.0,No,No,unfurnished,standard,High Floor
flat,sector 86,1.5,0.0,3,4,West,Relatively New,1780.0,No,No,unfurnished,luxury,High Floor
flat,gwal pahari,1.28,3.0,3,3,North,Relatively New,1489.0,No,No,semifurnished,standard,Low Floor
flat,sector 113,2.51,2.0,3,4,North-West,Under Construction,1696.0,No,No,unfurnished,standard,Low Floor
flat,sector 24,6.5,1.0,5,4,North-East,New Property,3888.0,Yes,No,semifurnished,standard,Mid Floor
flat,sector 79,1.85,0.0,3,3,East,New Property,1650.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 103,2.45,1.0,6,3,North-East,Relatively New,2602.0,Yes,No,unfurnished,standard,Mid Floor
flat,sector 85,1.38,0.0,4,2,North-East,Relatively New,1616.0,Yes,No,unfurnished,standard,Mid Floor
flat,gwal pahari,5.9,0.0,4,4,East,New Property,4842.0,Yes,Yes,semifurnished,luxury,High Floor
